46.379233 -118.953781
45.557757 -122.505268
47.499387 -122.243852
37.504514 -122.032916
38.534879 -121.444372
34.085972 -117.464597
32.608185 -117.054512
39.576926 -104.857826
40.107239 -104.80129
36.223179 -115.172723
39.491314 -119.743845
40.838866 -111.917284
34.977206 -106.608153
31.829712 -105.971362
33.559421 -112.092875
32.311474 -104.431928
33.527702 -101.793717
31.848988 -102.005075
32.773069 -97.005227
32.924005 -97.225146
30.560322 -97.546399
27.810698 -97.440395
27.774249 -97.438774
30.094886 -95.58583
28.733411 -97.894958
29.645646 -95.140307
29.583542 -95.460693
29.555818 -98.361905
28.731379 -97.042716
30.265844 -91.086139
30.265844 -91.086139
30.071005 -94.252135
30.071005 -94.252135
30.071005 -94.252135
30.290269 -93.371695
32.582209 -92.018358
32.595618 -93.859525
38.900944 -92.238425
38.034156 -100.768068
37.021691 -94.510899
39.135007 -94.514957
37.20745 -93.354612
38.703508 -90.667522
38.978236 -95.660737
37.771483 -97.318707
33.198844 -92.627076
34.632811 -92.234961
35.431488 -97.484275
34.933929 -89.81628
36.175682 -94.060223
36.188756 -95.842573
39.838896 -86.052485
38.130795 -85.583674
43.115154 -88.042944
33.64517 -83.972188
33.64517 -83.972188
33.215623 -86.797656
35.0976 -85.180301
30.509877 -88.173001
36.022237 -86.559384
36.022237 -86.559384
33.057779 -80.18291
30.175204 -81.472784
30.175204 -81.472784
28.754849 -81.246937
31.851496 -81.262181
36.797023 -76.18768
